table_schema,table_name,ordinal_position,column_name,data_type,udt_schema,udt_name,character_maximum_length,numeric_precision,numeric_scale,is_nullable,column_default,is_identity,identity_generation
public,system_releases,10,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,system_releases,11,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,three_pl_inbound_plans,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,three_pl_inbound_plans,2,procurement_order_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,three_pl_inbound_plans,3,warehouse_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,three_pl_inbound_plans,4,warehouse_code,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,three_pl_inbound_plans,5,inbound_reference,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,three_pl_inbound_plans,6,expected_inbound_date,date,pg_catalog,date,null,null,null,YES,null,NO,null
public,three_pl_inbound_plans,7,expected_quantity,integer,pg_catalog,int4,null,32,0,NO,null,NO,null
public,three_pl_inbound_plans,8,received_quantity,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,three_pl_inbound_plans,9,status,text,pg_catalog,text,null,null,null,NO,'planned'::text,NO,null
public,three_pl_inbound_plans,10,receiving_notes,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,three_pl_inbound_plans,11,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,three_pl_inbound_plans,12,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,worker_runtime_events,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,worker_runtime_events,2,runtime_job_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,worker_runtime_events,3,opportunity_id,bigint,pg_catalog,int8,null,64,0,YES,null,NO,null
public,worker_runtime_events,4,worker_code,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,worker_runtime_events,5,event_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,worker_runtime_events,6,message,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,worker_runtime_events,7,payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,worker_runtime_events,8,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,workflow_outbox_events,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,workflow_outbox_events,2,workflow_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,workflow_outbox_events,3,event_name,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,workflow_outbox_events,4,destination,text,pg_catalog,text,null,null,null,NO,'internal'::text,NO,null
public,workflow_outbox_events,5,payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,workflow_outbox_events,6,status,text,pg_catalog,text,null,null,null,NO,'pending'::text,NO,null
public,workflow_outbox_events,7,attempt_count,integer,pg_catalog,int4,null,32,0,NO,0,NO,null
public,workflow_outbox_events,8,available_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,workflow_outbox_events,9,processed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,workflow_outbox_events,10,last_error,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_outbox_events,11,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,workflow_tasks,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,workflow_tasks,2,workflow_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,workflow_tasks,3,stage,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,workflow_tasks,4,task_type,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,workflow_tasks,5,title,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,workflow_tasks,6,status,text,pg_catalog,text,null,null,null,NO,'open'::text,NO,null
public,workflow_tasks,7,priority,integer,pg_catalog,int4,null,32,0,NO,50,NO,null
public,workflow_tasks,8,assignee,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_tasks,9,due_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,workflow_tasks,10,blocking_reason,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_tasks,11,payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,workflow_tasks,12,completed_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,YES,null,NO,null
public,workflow_tasks,13,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,workflow_tasks,14,updated_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
public,workflow_transitions,1,id,bigint,pg_catalog,int8,null,64,0,NO,null,YES,BY DEFAULT
public,workflow_transitions,2,workflow_id,bigint,pg_catalog,int8,null,64,0,NO,null,NO,null
public,workflow_transitions,3,from_stage,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_transitions,4,to_stage,text,pg_catalog,text,null,null,null,NO,null,NO,null
public,workflow_transitions,5,trigger_type,text,pg_catalog,text,null,null,null,NO,'system'::text,NO,null
public,workflow_transitions,6,trigger_source,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_transitions,7,idempotency_key,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_transitions,8,reason,text,pg_catalog,text,null,null,null,YES,null,NO,null
public,workflow_transitions,9,payload,jsonb,pg_catalog,jsonb,null,null,null,NO,'{}'::jsonb,NO,null
public,workflow_transitions,10,actor,text,pg_catalog,text,null,null,null,NO,'system'::text,NO,null
public,workflow_transitions,11,created_at,timestamp with time zone,pg_catalog,timestamptz,null,null,null,NO,now(),NO,null
